Time,AI,AV,SMU1_S,RES
23.5602E-3,-187.0147E-12,-4.9999E+0,001C0260,
116.7059E-3,-167.3291E-12,-4.9999E+0,001C0260,
209.8229E-3,-149.9991E-12,-4.9999E+0,001C0260,
302.9390E-3,-152.5229E-12,-4.9999E+0,001C0260,
396.0408E-3,-148.2745E-12,-4.9999E+0,001C0260,
489.1894E-3,-149.5364E-12,-4.9999E+0,001C0260,
582.3131E-3,-152.9014E-12,-4.9999E+0,001C0260,
675.4387E-3,-144.5729E-12,-4.9999E+0,001C0260,
768.5930E-3,-140.7451E-12,-4.9999E+0,001C0260,
861.7176E-3,-143.8578E-12,-4.9999E+0,001C0260,
954.8414E-3,-136.1179E-12,-4.9999E+0,001C0260,
1.0479E+0,-141.6285E-12,-4.9999E+0,001C0260,
1.1411E+0,-140.3665E-12,-4.9999E+0,001C0260,
1.2342E+0,-132.1216E-12,-4.9999E+0,001C0260,
1.3273E+0,-130.7755E-12,-4.9999E+0,001C0260,
1.4205E+0,-134.5193E-12,-4.9999E+0,001C0260,
1.5136E+0,-138.5577E-12,-4.9999E+0,001C0260,
1.6067E+0,-140.0721E-12,-4.9999E+0,001C0260,
1.6999E+0,-131.1961E-12,-4.9999E+0,001C0260,
1.7930E+0,-128.3777E-12,-4.9999E+0,001C0260,
1.8861E+0,-128.4618E-12,-4.9999E+0,001C0260,
1.9792E+0,-127.9570E-12,-4.9999E+0,001C0260,
2.0723E+0,-130.3969E-12,-4.9999E+0,001C0260,
2.1655E+0,-136.5806E-12,-4.9999E+0,001C0260,
2.2586E+0,-131.7430E-12,-4.9999E+0,001C0260,
2.3517E+0,-140.9555E-12,-4.9999E+0,001C0260,
2.4448E+0,-136.2020E-12,-4.9999E+0,001C0260,
2.5379E+0,-134.9400E-12,-4.9999E+0,001C0260,
2.6311E+0,-134.9400E-12,-4.9999E+0,001C0260,
2.7242E+0,-132.5002E-12,-4.9999E+0,001C0260,
2.8173E+0,-129.4293E-12,-4.9999E+0,001C0260,
2.9105E+0,-129.5135E-12,-4.9999E+0,001C0260,
3.0036E+0,-118.2398E-12,-4.9999E+0,001C0260,
3.0967E+0,-123.4980E-12,-4.9999E+0,001C0260,
3.1898E+0,-121.4368E-12,-4.9999E+0,001C0260,
3.2829E+0,-122.5305E-12,-4.9999E+0,001C0260,
3.3761E+0,-126.4426E-12,-4.9999E+0,001C0260,
3.4692E+0,-121.5630E-12,-4.9999E+0,001C0260,
3.5623E+0,-124.7600E-12,-4.9999E+0,001C0260,
3.6554E+0,-123.2877E-12,-4.9999E+0,001C0260,
3.7485E+0,-129.4293E-12,-4.9999E+0,001C0260,
3.8417E+0,-121.5630E-12,-4.9999E+0,001C0260,
3.9348E+0,-121.1844E-12,-4.9999E+0,001C0260,
4.0279E+0,-119.9645E-12,-4.9999E+0,001C0260,
4.1210E+0,-121.6892E-12,-4.9999E+0,001C0260,
4.2142E+0,-121.5209E-12,-4.9999E+0,001C0260,
4.3073E+0,-117.6929E-12,-4.9999E+0,001C0260,
4.4004E+0,-119.7962E-12,-4.9999E+0,001C0260,
4.4936E+0,-117.7770E-12,-4.9999E+0,001C0260,
4.5867E+0,-117.7350E-12,-4.9999E+0,001C0260,
4.6798E+0,-119.8803E-12,-4.9999E+0,001C0260,
4.7729E+0,-126.7371E-12,-4.9999E+0,001C0260,
4.8661E+0,-123.7083E-12,-4.9999E+0,001C0260,
4.9592E+0,-121.6471E-12,-4.9999E+0,001C0260,
5.0523E+0,-123.0774E-12,-4.9999E+0,001C0260,
5.1454E+0,-130.3127E-12,-4.9999E+0,001C0260,
5.2385E+0,-132.2478E-12,-4.9999E+0,001C0260,
5.3317E+0,-126.5268E-12,-4.9999E+0,001C0260,
5.4248E+0,-126.9054E-12,-4.9999E+0,001C0260,
5.5179E+0,-129.6397E-12,-4.9999E+0,001C0260,
5.6110E+0,-124.5497E-12,-4.9999E+0,001C0260,
5.7042E+0,-125.6434E-12,-4.9999E+0,001C0260,
5.7973E+0,-119.4597E-12,-4.9999E+0,001C0260,
5.8904E+0,-122.5726E-12,-4.9999E+0,001C0260,
5.9835E+0,-122.5726E-12,-4.9999E+0,001C0260,
6.0766E+0,-115.3372E-12,-4.9999E+0,001C0260,
6.1697E+0,-112.4346E-12,-4.9999E+0,001C0260,
6.2629E+0,-117.6929E-12,-4.9999E+0,001C0260,
6.3560E+0,-118.0294E-12,-4.9999E+0,001C0260,
6.4491E+0,-114.2014E-12,-4.9999E+0,001C0260,
6.5422E+0,-117.5667E-12,-4.9999E+0,001C0260,
6.6353E+0,-122.2360E-12,-4.9999E+0,001C0260,
6.7285E+0,-119.8383E-12,-4.9999E+0,001C0260,
6.8216E+0,-126.3165E-12,-4.9999E+0,001C0260,
6.9147E+0,-120.8479E-12,-4.9999E+0,001C0260,
7.0078E+0,-118.5763E-12,-4.9999E+0,001C0260,
7.1009E+0,-119.5859E-12,-4.9999E+0,001C0260,
7.1941E+0,-120.5534E-12,-4.9999E+0,001C0260,
7.2872E+0,-119.7541E-12,-4.9999E+0,001C0260,
7.3804E+0,-122.7408E-12,-4.9999E+0,001C0260,
7.4735E+0,-119.2073E-12,-4.9999E+0,001C0260,
7.5666E+0,-120.8479E-12,-4.9999E+0,001C0260,
7.6597E+0,-119.8383E-12,-4.9999E+0,001C0260,
7.7529E+0,-120.9320E-12,-4.9999E+0,001C0260,
7.8460E+0,-121.5630E-12,-4.9999E+0,001C0260,
7.9391E+0,-122.4464E-12,-4.9999E+0,001C0260,
8.0323E+0,-119.5438E-12,-4.9999E+0,001C0260,
8.1254E+0,-119.2914E-12,-4.9999E+0,001C0260,
8.2185E+0,-124.9703E-12,-4.9999E+0,001C0260,
8.3116E+0,-125.8958E-12,-4.9999E+0,001C0260,
8.4047E+0,-126.9054E-12,-4.9999E+0,001C0260,
8.4978E+0,-129.0087E-12,-4.9999E+0,001C0260,
8.5910E+0,-123.4139E-12,-4.9999E+0,001C0260,
8.6841E+0,-120.9320E-12,-4.9999E+0,001C0260,
8.7772E+0,-123.0353E-12,-4.9999E+0,001C0260,
8.8703E+0,-124.5497E-12,-4.9999E+0,001C0260,
8.9635E+0,-131.8692E-12,-4.9999E+0,001C0260,
9.0566E+0,-125.7275E-12,-4.9999E+0,001C0260,
9.1497E+0,-124.4235E-12,-4.9999E+0,001C0260,
9.2428E+0,-130.9858E-12,-4.9999E+0,001C0260,
9.3360E+0,-126.6109E-12,-4.9999E+0,001C0260,
9.4291E+0,-125.7275E-12,-4.9999E+0,001C0260,
9.5222E+0,-126.6950E-12,-4.9999E+0,001C0260,
9.6153E+0,-124.8021E-12,-4.9999E+0,001C0260,
9.7084E+0,-126.4006E-12,-4.9999E+0,001C0260,
9.8016E+0,-126.0641E-12,-4.9999E+0,001C0260,
9.8947E+0,-126.0220E-12,-4.9999E+0,001C0260,
9.9878E+0,-129.1349E-12,-4.9999E+0,001C0260,
10.0809E+0,-125.2648E-12,-4.9999E+0,001C0260,
10.1740E+0,-124.8862E-12,-4.9999E+0,001C0260,
10.2671E+0,-116.8516E-12,-4.9999E+0,001C0260,
10.3602E+0,-127.1578E-12,-4.9999E+0,001C0260,
10.4534E+0,-122.7829E-12,-4.9999E+0,001C0260,
10.5465E+0,-122.9091E-12,-4.9999E+0,001C0260,
10.6396E+0,-119.5017E-12,-4.9999E+0,001C0260,
10.7328E+0,-124.2973E-12,-4.9999E+0,001C0260,
10.8259E+0,-124.3393E-12,-4.9999E+0,001C0260,
10.9190E+0,-127.9150E-12,-4.9999E+0,001C0260,
11.0122E+0,-128.0412E-12,-4.9999E+0,001C0260,
11.1053E+0,-123.2456E-12,-4.9999E+0,001C0260,
11.1984E+0,-121.8995E-12,-4.9999E+0,001C0260,
11.2915E+0,-127.3260E-12,-4.9999E+0,001C0260,
11.3847E+0,-122.0678E-12,-4.9999E+0,001C0260,
11.4778E+0,-124.5076E-12,-4.9999E+0,001C0260,
11.5709E+0,-127.1998E-12,-4.9999E+0,001C0260,
11.6640E+0,-122.1940E-12,-4.9999E+0,001C0260,
11.7572E+0,-122.5726E-12,-4.9999E+0,001C0260,
11.8503E+0,-118.9128E-12,-4.9999E+0,001C0260,
11.9434E+0,-122.5305E-12,-4.9999E+0,001C0260,
12.0365E+0,-127.7467E-12,-4.9999E+0,001C0260,
12.1297E+0,-127.4522E-12,-4.9999E+0,001C0260,
12.2228E+0,-123.7504E-12,-4.9999E+0,001C0260,
12.3159E+0,-124.1711E-12,-4.9999E+0,001C0260,
12.4091E+0,-121.5630E-12,-4.9999E+0,001C0260,
12.5022E+0,-121.2685E-12,-4.9999E+0,001C0260,
12.5954E+0,-126.5268E-12,-4.9999E+0,001C0260,
12.6885E+0,-125.2648E-12,-4.9999E+0,001C0260,
12.7816E+0,-127.3681E-12,-4.9999E+0,001C0260,
12.8747E+0,-129.6817E-12,-4.9999E+0,001C0260,
12.9678E+0,-128.9246E-12,-4.9999E+0,001C0260,
13.0609E+0,-135.0241E-12,-4.9999E+0,001C0260,
13.1541E+0,-128.2094E-12,-4.9999E+0,001C0260,
13.2472E+0,-126.0220E-12,-4.9999E+0,001C0260,
13.3403E+0,-130.4389E-12,-4.9999E+0,001C0260,
13.4335E+0,-131.1540E-12,-4.9999E+0,001C0260,
13.5266E+0,-127.5784E-12,-4.9999E+0,001C0260,
13.6197E+0,-122.9932E-12,-4.9999E+0,001C0260,
13.7129E+0,-128.7142E-12,-4.9999E+0,001C0260,
13.8060E+0,-127.4943E-12,-4.9999E+0,001C0260,
13.8991E+0,-123.4980E-12,-4.9999E+0,001C0260,
13.9922E+0,-122.4043E-12,-4.9999E+0,001C0260,
14.0854E+0,-120.6375E-12,-4.9999E+0,001C0260,
14.1785E+0,-128.8404E-12,-4.9999E+0,001C0260,
14.2716E+0,-123.1615E-12,-4.9999E+0,001C0260,
14.3647E+0,-125.4751E-12,-4.9999E+0,001C0260,
14.4579E+0,-124.2973E-12,-4.9999E+0,001C0260,
14.5510E+0,-123.6242E-12,-4.9999E+0,001C0260,
14.6441E+0,-119.9224E-12,-4.9999E+0,001C0260,
14.7373E+0,-120.6375E-12,-4.9999E+0,001C0260,
14.8304E+0,-122.7829E-12,-4.9999E+0,001C0260,
14.9235E+0,-119.5859E-12,-4.9999E+0,001C0260,
15.0166E+0,-122.4043E-12,-4.9999E+0,001C0260,
15.1098E+0,-122.1940E-12,-4.9999E+0,001C0260,
15.2029E+0,-122.4464E-12,-4.9999E+0,001C0260,
15.2960E+0,-115.0427E-12,-4.9999E+0,001C0260,
15.3892E+0,-120.0907E-12,-4.9999E+0,001C0260,
15.4823E+0,-121.9836E-12,-4.9999E+0,001C0260,
15.5754E+0,-122.0678E-12,-4.9999E+0,001C0260,
15.6685E+0,-118.9128E-12,-4.9999E+0,001C0260,
15.7617E+0,-121.6471E-12,-4.9999E+0,001C0260,
15.8548E+0,-124.5497E-12,-4.9999E+0,001C0260,
15.9479E+0,-123.8346E-12,-4.9999E+0,001C0260,
16.0411E+0,-122.2781E-12,-4.9999E+0,001C0260,
16.1342E+0,-118.7866E-12,-4.9999E+0,001C0260,
16.2273E+0,-115.1689E-12,-4.9999E+0,001C0260,
16.3204E+0,-112.5188E-12,-4.9999E+0,001C0260,
16.4135E+0,-114.0332E-12,-4.9999E+0,001C0260,
16.5067E+0,-119.4597E-12,-4.9999E+0,001C0260,
16.5998E+0,-126.9474E-12,-4.9999E+0,001C0260,
16.6929E+0,-121.0582E-12,-4.9999E+0,001C0260,
16.7861E+0,-125.0124E-12,-4.9999E+0,001C0260,
16.8792E+0,-127.0736E-12,-4.9999E+0,001C0260,
16.9723E+0,-126.9895E-12,-4.9999E+0,001C0260,
17.0654E+0,-123.8766E-12,-4.9999E+0,001C0260,
17.1586E+0,-125.0124E-12,-4.9999E+0,001C0260,
17.2517E+0,-128.0412E-12,-4.9999E+0,001C0260,
17.3448E+0,-124.2132E-12,-4.9999E+0,001C0260,
17.4379E+0,-123.9607E-12,-4.9999E+0,001C0260,
17.5310E+0,-128.4198E-12,-4.9999E+0,001C0260,
17.6242E+0,-125.3910E-12,-4.9999E+0,001C0260,
17.7173E+0,-118.5342E-12,-4.9999E+0,001C0260,
17.8104E+0,-118.9970E-12,-4.9999E+0,001C0260,
17.9035E+0,-122.4043E-12,-4.9999E+0,001C0260,
17.9967E+0,-123.5401E-12,-4.9999E+0,001C0260,
18.0898E+0,-121.7313E-12,-4.9999E+0,001C0260,
18.1829E+0,-120.9741E-12,-4.9999E+0,001C0260,
18.2760E+0,-119.3756E-12,-4.9999E+0,001C0260,
18.3691E+0,-120.3851E-12,-4.9999E+0,001C0260,
18.4623E+0,-120.8479E-12,-4.9999E+0,001C0260,
18.5554E+0,-126.2744E-12,-4.9999E+0,001C0260,
18.6485E+0,-123.4560E-12,-4.9999E+0,001C0260,
18.7417E+0,-121.3106E-12,-4.9999E+0,001C0260,
18.8348E+0,-120.9320E-12,-4.9999E+0,001C0260,
18.9279E+0,-123.7504E-12,-4.9999E+0,001C0260,
19.0211E+0,-125.3069E-12,-4.9999E+0,001C0260,
19.1142E+0,-115.4213E-12,-4.9999E+0,001C0260,
19.2073E+0,-116.2627E-12,-4.9999E+0,001C0260,
19.3004E+0,-117.6088E-12,-4.9999E+0,001C0260,
19.3936E+0,-126.3165E-12,-4.9999E+0,001C0260,
19.4867E+0,-125.4751E-12,-4.9999E+0,001C0260,
19.5798E+0,-119.6279E-12,-4.9999E+0,001C0260,
19.6729E+0,-125.6434E-12,-4.9999E+0,001C0260,
19.7660E+0,-120.1327E-12,-4.9999E+0,001C0260,
19.8592E+0,-117.8191E-12,-4.9999E+0,001C0260,
19.9523E+0,-122.4043E-12,-4.9999E+0,001C0260,
20.0454E+0,-122.3622E-12,-4.9999E+0,001C0260,
20.1385E+0,-121.1003E-12,-4.9999E+0,001C0260,
20.2316E+0,-118.8287E-12,-4.9999E+0,001C0260,
20.3248E+0,-120.1327E-12,-4.9999E+0,001C0260,
20.4179E+0,-119.1652E-12,-4.9999E+0,001C0260,
20.5110E+0,-120.1327E-12,-4.9999E+0,001C0260,
20.6042E+0,-117.4405E-12,-4.9999E+0,001C0260,
20.6973E+0,-119.2914E-12,-4.9999E+0,001C0260,
20.7904E+0,-117.9032E-12,-4.9999E+0,001C0260,
20.8835E+0,-116.8936E-12,-4.9999E+0,001C0260,
20.9767E+0,-110.1631E-12,-4.9999E+0,001C0260,
21.0698E+0,-112.2243E-12,-4.9999E+0,001C0260,
21.1629E+0,-115.4634E-12,-4.9999E+0,001C0260,
21.2561E+0,-116.1365E-12,-4.9999E+0,001C0260,
21.3492E+0,-110.2893E-12,-4.9999E+0,001C0260,
21.4423E+0,-114.3276E-12,-4.9999E+0,001C0260,
21.5354E+0,-116.3047E-12,-4.9999E+0,001C0260,
21.6285E+0,-123.3298E-12,-4.9999E+0,001C0260,
21.7217E+0,-117.4826E-12,-4.9999E+0,001C0260,
21.8148E+0,-117.1040E-12,-4.9999E+0,001C0260,
21.9079E+0,-118.6184E-12,-4.9999E+0,001C0260,
22.0011E+0,-116.4309E-12,-4.9999E+0,001C0260,
22.0942E+0,-116.2627E-12,-4.9999E+0,001C0260,
22.1873E+0,-119.3756E-12,-4.9999E+0,001C0260,
22.2804E+0,-125.6434E-12,-4.9999E+0,001C0260,
22.3735E+0,-119.2493E-12,-4.9999E+0,001C0260,
22.4667E+0,-111.5933E-12,-4.9999E+0,001C0260,
22.5598E+0,-114.6641E-12,-4.9999E+0,001C0260,
22.6529E+0,-121.1423E-12,-4.9999E+0,001C0260,
22.7461E+0,-116.9778E-12,-4.9999E+0,001C0260,
22.8392E+0,-114.4118E-12,-4.9999E+0,001C0260,
22.9323E+0,-115.8841E-12,-4.9999E+0,001C0260,
23.0254E+0,-122.1098E-12,-4.9999E+0,001C0260,
23.1186E+0,-120.8899E-12,-4.9999E+0,001C0260,
23.2117E+0,-118.7866E-12,-4.9999E+0,001C0260,
23.3048E+0,-120.4272E-12,-4.9999E+0,001C0260,
23.3979E+0,-121.5209E-12,-4.9999E+0,001C0260,
23.4910E+0,-119.6700E-12,-4.9999E+0,001C0260,
23.5842E+0,-118.0715E-12,-4.9999E+0,001C0260,
23.6773E+0,-122.6146E-12,-4.9999E+0,001C0260,
23.7705E+0,-116.4309E-12,-4.9999E+0,001C0260,
23.8636E+0,-115.8841E-12,-4.9999E+0,001C0260,
23.9567E+0,-116.9357E-12,-4.9999E+0,001C0260,
24.0498E+0,-117.2722E-12,-4.9999E+0,001C0260,
24.1429E+0,-117.6929E-12,-4.9999E+0,001C0260,
24.2360E+0,-120.2169E-12,-4.9999E+0,001C0260,
24.3292E+0,-114.5800E-12,-4.9999E+0,001C0260,
24.4223E+0,-119.9645E-12,-4.9999E+0,001C0260,
24.5154E+0,-117.1460E-12,-4.9999E+0,001C0260,
24.6085E+0,-117.7350E-12,-4.9999E+0,001C0260,
24.7016E+0,-123.5822E-12,-4.9999E+0,001C0260,
24.7948E+0,-122.8670E-12,-4.9999E+0,001C0260,
24.8879E+0,-120.0907E-12,-4.9999E+0,001C0260,
24.9810E+0,-123.4560E-12,-4.9999E+0,001C0260,
