Time,AI,AV,SMU1_S,RES
23.4744E-3,1.1324E-9,30.0012E+0,001C0360,
116.5963E-3,1.0547E-9,30.0014E+0,001C0360,
209.7104E-3,1.0210E-9,30.0012E+0,001C0360,
302.8523E-3,989.8781E-12,30.0013E+0,001C0360,
395.9789E-3,982.0537E-12,30.0012E+0,001C0360,
489.1160E-3,963.1659E-12,30.0013E+0,001C0360,
582.2693E-3,951.4293E-12,30.0012E+0,001C0360,
675.3873E-3,944.8248E-12,30.0012E+0,001C0360,
768.5234E-3,942.8897E-12,30.0012E+0,001C0360,
861.5966E-3,932.9620E-12,30.0013E+0,001C0360,
954.7346E-3,933.2144E-12,30.0013E+0,001C0360,
1.0479E+0,927.4093E-12,30.0013E+0,001C0360,
1.1410E+0,927.8300E-12,30.0013E+0,001C0360,
1.2341E+0,911.9288E-12,30.0011E+0,001C0360,
1.3272E+0,916.9347E-12,30.0013E+0,001C0360,
1.4203E+0,914.5369E-12,30.0012E+0,001C0360,
1.5135E+0,906.2919E-12,30.0013E+0,001C0360,
1.6066E+0,904.9878E-12,30.0012E+0,001C0360,
1.6997E+0,909.3628E-12,30.0013E+0,001C0360,
1.7929E+0,895.9435E-12,30.0011E+0,001C0360,
1.8860E+0,898.6779E-12,30.0013E+0,001C0360,
1.9791E+0,896.3641E-12,30.0012E+0,001C0360,
2.0723E+0,895.5228E-12,30.0014E+0,001C0360,
2.1654E+0,896.1117E-12,30.0012E+0,001C0360,
2.2586E+0,886.6468E-12,30.0013E+0,001C0360,
2.3517E+0,892.8726E-12,30.0013E+0,001C0360,
2.4448E+0,883.8283E-12,30.0012E+0,001C0360,
2.5380E+0,893.2513E-12,30.0013E+0,001C0360,
2.6311E+0,876.9295E-12,30.0013E+0,001C0360,
2.7242E+0,890.6010E-12,30.0013E+0,001C0360,
2.8173E+0,883.1132E-12,30.0013E+0,001C0360,
2.9105E+0,885.8055E-12,30.0013E+0,001C0360,
3.0036E+0,882.8608E-12,30.0012E+0,001C0360,
3.0967E+0,878.5280E-12,30.0013E+0,001C0360,
3.1898E+0,876.3405E-12,30.0012E+0,001C0360,
3.2829E+0,877.1818E-12,30.0013E+0,001C0360,
3.3760E+0,873.6482E-12,30.0012E+0,001C0360,
3.4692E+0,874.9523E-12,30.0013E+0,001C0360,
3.5623E+0,874.6578E-12,30.0012E+0,001C0360,
3.6555E+0,868.0113E-12,30.0013E+0,001C0360,
3.7486E+0,872.8910E-12,30.0012E+0,001C0360,
3.8417E+0,873.2696E-12,30.0014E+0,001C0360,
3.9349E+0,871.3767E-12,30.0012E+0,001C0360,
4.0279E+0,873.1014E-12,30.0014E+0,001C0360,
4.1211E+0,864.7301E-12,30.0012E+0,001C0360,
4.2142E+0,862.5426E-12,30.0013E+0,001C0360,
4.3074E+0,864.9825E-12,30.0013E+0,001C0360,
4.4005E+0,871.3346E-12,30.0013E+0,001C0360,
4.4936E+0,866.4969E-12,30.0012E+0,001C0360,
4.5868E+0,872.2180E-12,30.0013E+0,001C0360,
4.6799E+0,867.3383E-12,30.0013E+0,001C0360,
4.7730E+0,866.7072E-12,30.0012E+0,001C0360,
4.8661E+0,867.2962E-12,30.0013E+0,001C0360,
4.9593E+0,858.3780E-12,30.0013E+0,001C0360,
5.0524E+0,865.5294E-12,30.0013E+0,001C0360,
5.1456E+0,858.0415E-12,30.0012E+0,001C0360,
5.2387E+0,860.3552E-12,30.0013E+0,001C0360,
5.3318E+0,857.9153E-12,30.0012E+0,001C0360,
5.4250E+0,854.4659E-12,30.0013E+0,001C0360,
5.5181E+0,858.2098E-12,30.0012E+0,001C0360,
5.6112E+0,855.0128E-12,30.0013E+0,001C0360,
5.7044E+0,859.3876E-12,30.0012E+0,001C0360,
5.7975E+0,857.1581E-12,30.0013E+0,001C0360,
5.8906E+0,845.2112E-12,30.0012E+0,001C0360,
5.9837E+0,851.7736E-12,30.0013E+0,001C0360,
6.0768E+0,843.9072E-12,30.0012E+0,001C0360,
6.1700E+0,850.0068E-12,30.0013E+0,001C0360,
6.2631E+0,841.3831E-12,30.0013E+0,001C0360,
6.3562E+0,845.6320E-12,30.0013E+0,001C0360,
6.4494E+0,839.8688E-12,30.0013E+0,001C0360,
6.5425E+0,837.4710E-12,30.0013E+0,001C0360,
6.6356E+0,840.4997E-12,30.0012E+0,001C0360,
6.7287E+0,838.8171E-12,30.0013E+0,001C0360,
6.8218E+0,834.1056E-12,30.0013E+0,001C0360,
6.9150E+0,833.3064E-12,30.0013E+0,001C0360,
7.0081E+0,839.3219E-12,30.0012E+0,001C0360,
7.1012E+0,844.6223E-12,30.0013E+0,001C0360,
7.1943E+0,838.6489E-12,30.0013E+0,001C0360,
7.2875E+0,838.4385E-12,30.0013E+0,001C0360,
7.3806E+0,839.9109E-12,30.0013E+0,001C0360,
7.4737E+0,835.3676E-12,30.0013E+0,001C0360,
7.5668E+0,841.5514E-12,30.0013E+0,001C0360,
7.6599E+0,830.6141E-12,30.0013E+0,001C0360,
7.7531E+0,833.3064E-12,30.0013E+0,001C0360,
7.8462E+0,838.5647E-12,30.0013E+0,001C0360,
7.9393E+0,835.1994E-12,30.0013E+0,001C0360,
8.0325E+0,837.1765E-12,30.0013E+0,001C0360,
8.1256E+0,833.6430E-12,30.0013E+0,001C0360,
8.2187E+0,833.9374E-12,30.0012E+0,001C0360,
8.3118E+0,829.6466E-12,30.0013E+0,001C0360,
8.4050E+0,829.0577E-12,30.0013E+0,001C0360,
8.4981E+0,829.8990E-12,30.0014E+0,001C0360,
8.5912E+0,827.1646E-12,30.0014E+0,001C0360,
8.6843E+0,836.8399E-12,30.0014E+0,001C0360,
8.7775E+0,830.7824E-12,30.0013E+0,001C0360,
8.8706E+0,840.7101E-12,30.0014E+0,001C0360,
8.9638E+0,831.9181E-12,30.0013E+0,001C0360,
9.0569E+0,830.7824E-12,30.0014E+0,001C0360,
9.1501E+0,824.9773E-12,30.0013E+0,001C0360,
9.2432E+0,816.6059E-12,30.0013E+0,001C0360,
9.3363E+0,819.5506E-12,30.0013E+0,001C0360,
9.4295E+0,817.3210E-12,30.0013E+0,001C0360,
9.5226E+0,812.5254E-12,30.0013E+0,001C0360,
9.6157E+0,816.3957E-12,30.0014E+0,001C0360,
9.7089E+0,816.1011E-12,30.0013E+0,001C0360,
9.8020E+0,816.3957E-12,30.0014E+0,001C0360,
9.8951E+0,815.5963E-12,30.0013E+0,001C0360,
9.9883E+0,815.0915E-12,30.0013E+0,001C0360,
10.0814E+0,819.6347E-12,30.0014E+0,001C0360,
10.1745E+0,818.8776E-12,30.0013E+0,001C0360,
10.2677E+0,817.6577E-12,30.0013E+0,001C0360,
10.3608E+0,808.5713E-12,30.0013E+0,001C0360,
10.4539E+0,818.8776E-12,30.0013E+0,001C0360,
10.5470E+0,808.3188E-12,30.0013E+0,001C0360,
10.6402E+0,806.9727E-12,30.0013E+0,001C0360,
10.7333E+0,805.5424E-12,30.0013E+0,001C0360,
10.8264E+0,806.0472E-12,30.0014E+0,001C0360,
10.9196E+0,808.1085E-12,30.0013E+0,001C0360,
11.0127E+0,806.3838E-12,30.0014E+0,001C0360,
11.1058E+0,806.7203E-12,30.0012E+0,001C0360,
11.1989E+0,802.8502E-12,30.0013E+0,001C0360,
11.2921E+0,809.1601E-12,30.0011E+0,001C0360,
11.3852E+0,802.2191E-12,30.0014E+0,001C0360,
11.4784E+0,799.3586E-12,30.0012E+0,001C0360,
11.5715E+0,803.8598E-12,30.0012E+0,001C0360,
11.6646E+0,800.9572E-12,30.0012E+0,001C0360,
11.7578E+0,804.5328E-12,30.0013E+0,001C0360,
11.8509E+0,804.4908E-12,30.0012E+0,001C0360,
11.9440E+0,797.0449E-12,30.0013E+0,001C0360,
12.0371E+0,800.3683E-12,30.0012E+0,001C0360,
12.1303E+0,792.2494E-12,30.0013E+0,001C0360,
12.2234E+0,800.4944E-12,30.0013E+0,001C0360,
12.3165E+0,795.8250E-12,30.0013E+0,001C0360,
12.4097E+0,795.8671E-12,30.0014E+0,001C0360,
12.5028E+0,794.3948E-12,30.0013E+0,001C0360,
12.5959E+0,801.8406E-12,30.0013E+0,001C0360,
12.6891E+0,796.4561E-12,30.0013E+0,001C0360,
12.7822E+0,801.9247E-12,30.0013E+0,001C0360,
12.8753E+0,802.5557E-12,30.0013E+0,001C0360,
12.9685E+0,796.7084E-12,30.0013E+0,001C0360,
13.0616E+0,796.5402E-12,30.0012E+0,001C0360,
13.1547E+0,801.8406E-12,30.0013E+0,001C0360,
13.2479E+0,797.6760E-12,30.0013E+0,001C0360,
13.3410E+0,797.0870E-12,30.0013E+0,001C0360,
13.4341E+0,799.4849E-12,30.0013E+0,001C0360,
13.5273E+0,802.5137E-12,30.0013E+0,001C0360,
13.6204E+0,804.0701E-12,30.0012E+0,001C0360,
13.7135E+0,799.6110E-12,30.0014E+0,001C0360,
13.8067E+0,798.1387E-12,30.0013E+0,001C0360,
13.8998E+0,798.3911E-12,30.0014E+0,001C0360,
13.9930E+0,796.1615E-12,30.0013E+0,001C0360,
14.0861E+0,793.8900E-12,30.0014E+0,001C0360,
14.1792E+0,786.9070E-12,30.0012E+0,001C0360,
14.2724E+0,789.1365E-12,30.0014E+0,001C0360,
14.3655E+0,790.0198E-12,30.0013E+0,001C0360,
14.4587E+0,783.8781E-12,30.0014E+0,001C0360,
14.5518E+0,787.8745E-12,30.0012E+0,001C0360,
14.6450E+0,781.3121E-12,30.0014E+0,001C0360,
14.7381E+0,784.8036E-12,30.0013E+0,001C0360,
14.8312E+0,784.4670E-12,30.0013E+0,001C0360,
14.9244E+0,785.2243E-12,30.0012E+0,001C0360,
15.0175E+0,783.0789E-12,30.0013E+0,001C0360,
15.1107E+0,782.9947E-12,30.0013E+0,001C0360,
15.2038E+0,778.9985E-12,30.0014E+0,001C0360,
15.2969E+0,781.2279E-12,30.0012E+0,001C0360,
15.3901E+0,778.3674E-12,30.0013E+0,001C0360,
15.4832E+0,779.1247E-12,30.0013E+0,001C0360,
15.5764E+0,781.7327E-12,30.0014E+0,001C0360,
15.6695E+0,779.1667E-12,30.0012E+0,001C0360,
15.7626E+0,779.6715E-12,30.0013E+0,001C0360,
15.8558E+0,782.9527E-12,30.0013E+0,001C0360,
15.9489E+0,774.1187E-12,30.0014E+0,001C0360,
16.0420E+0,776.6006E-12,30.0013E+0,001C0360,
16.1352E+0,775.5069E-12,30.0014E+0,001C0360,
16.2283E+0,781.3121E-12,30.0013E+0,001C0360,
16.3214E+0,779.1247E-12,30.0013E+0,001C0360,
16.4146E+0,780.0501E-12,30.0013E+0,001C0360,
16.5077E+0,776.9371E-12,30.0013E+0,001C0360,
16.6009E+0,773.1091E-12,30.0013E+0,001C0360,
16.6940E+0,771.8471E-12,30.0013E+0,001C0360,
