Time,AI,AV,SMU1_S,RES
23.4735E-3,1.3748E-9,30.0012E+0,001C0360,
116.5715E-3,1.3045E-9,30.0011E+0,001C0360,
209.6647E-3,1.2544E-9,30.0012E+0,001C0360,
302.7799E-3,1.2305E-9,30.0012E+0,001C0360,
395.8712E-3,1.2143E-9,30.0012E+0,001C0360,
488.9835E-3,1.2048E-9,30.0012E+0,001C0360,
582.1015E-3,1.1984E-9,30.0012E+0,001C0360,
675.1890E-3,1.1950E-9,30.0012E+0,001C0360,
768.2698E-3,1.1862E-9,30.0011E+0,001C0360,
861.3926E-3,1.1822E-9,30.0012E+0,001C0360,
954.4887E-3,1.1697E-9,30.0011E+0,001C0360,
1.0476E+0,1.1744E-9,30.0012E+0,001C0360,
1.1406E+0,1.1652E-9,30.0012E+0,001C0360,
1.2337E+0,1.1513E-9,30.0012E+0,001C0360,
1.3268E+0,1.1533E-9,30.0012E+0,001C0360,
1.4199E+0,1.1531E-9,30.0012E+0,001C0360,
1.5130E+0,1.1523E-9,30.0012E+0,001C0360,
1.6061E+0,1.1474E-9,30.0011E+0,001C0360,
1.6992E+0,1.1476E-9,30.0013E+0,001C0360,
1.7923E+0,1.1470E-9,30.0011E+0,001C0360,
1.8854E+0,1.1414E-9,30.0012E+0,001C0360,
1.9785E+0,1.1357E-9,30.0012E+0,001C0360,
2.0716E+0,1.1414E-9,30.0012E+0,001C0360,
2.1647E+0,1.1455E-9,30.0011E+0,001C0360,
2.2578E+0,1.1329E-9,30.0012E+0,001C0360,
2.3509E+0,1.1347E-9,30.0012E+0,001C0360,
2.4440E+0,1.1310E-9,30.0012E+0,001C0360,
2.5371E+0,1.1272E-9,30.0011E+0,001C0360,
2.6302E+0,1.1282E-9,30.0011E+0,001C0360,
2.7233E+0,1.1290E-9,30.0013E+0,001C0360,
2.8164E+0,1.1213E-9,30.0011E+0,001C0360,
2.9095E+0,1.1202E-9,30.0012E+0,001C0360,
3.0026E+0,1.1136E-9,30.0012E+0,001C0360,
